,total_cases,city,year,month,week,day,vegetation_ne,vegetation_nw,vegetation_se,vegetation_sw,satellite_precipiatation,current_precipitation,forecast_precipitation,current_temperature,forecast_mean_temperature,forecast_avg_temperature,current_max_temperature,current_min_temperature,forecast_max_temperature,forecast_min_temperature,current_diurnal_temperature_range,forecast_diurnal_temperature_range,current_specific_humidity,forecast_dew_point_temperature,forecast_relative_humidity,cases_zscore,current_temperature_outlier,current_precipitation_outlier,current_specific_humidity_outlier,date,season,log_cases,temp_precip_interaction,is_outbreak,cases_lag,cases_3mo_avg,quarter,temp_category,rain_category,humidity_category
1288,9,1,2007,4,15,9,0.1525167,0.1494857,0.2294143,0.1575571,98.94,60.4,147.57,27.85,297.5557143,298.5928571,34.4,21.3,304.1,292.4,8.85,6.728571429,18.32857143,296.6885714,95.52714286,-0.3596780214673479,0,0,0,2007-04-09,dry_season,2.302585092994046,1682.14,0,5.0,6.666666666666667,2,Moderate,High,High
1289,5,1,2007,4,16,16,0.1430857,0.2071571,0.1684571,0.2743143,93.62,97.1,46.45,27.4,297.0314286,298.0928571,33.5,22.1,304.8,292.0,9.5,7.528571429,17.55142857,296.0142857,94.72142857,-0.45146108228432347,0,0,0,2007-04-16,dry_season,1.791759469228055,2660.5399999999995,0,9.0,6.333333333333333,2,Moderate,High,Medium
1290,8,1,2007,4,17,23,0.2713714,0.1836571,0.203,0.3006,157.86,261.7,62.3,27.03333333,297.3428571,298.2785714,34.1,22.0,304.9,292.9,7.766666667,7.3,18.10428571,296.5028571,95.52571429,-0.3826237866715918,0,1,0,2007-04-23,dry_season,2.1972245773362196,7074.623332461,0,5.0,7.333333333333333,2,Moderate,High,High
1291,3,1,2007,4,18,30,0.1947143,0.1541,0.2957143,0.1730857,103.39,118.2,47.24,27.85,297.2257143,298.0714286,33.0,21.0,304.7,293.6,9.75,7.371428571,17.51714286,295.9428571,93.47,-0.4973526126928113,0,0,0,2007-04-30,dry_season,1.3862943611198906,3291.8700000000003,0,8.0,5.333333333333333,2,Moderate,High,Medium
1292,4,1,2007,5,19,7,0.1582571,0.1622857,0.1830714,0.2322714,89.15,38.1,56.1,28.1,296.9057143,298.2214286,33.5,21.5,306.6,291.7,9.2,9.357142857,17.61142857,295.9942857,95.03714286,-0.4744068474885674,0,0,0,2007-05-07,dry_season,1.6094379124341003,1070.6100000000001,0,3.0,5.0,2,Hot,Medium,Medium
1293,11,1,2007,5,20,14,0.1701857,0.1714,0.162,0.2290714,45.23,191.4,86.9,28.1,295.5957143,296.5,32.5,19.0,304.4,290.7,8.7,8.314285714,15.64857143,294.0128571,91.83285714,-0.3137864910588601,0,1,0,2007-05-14,dry_season,2.4849066497880004,5378.34,0,4.0,6.0,2,Hot,High,Low
1294,5,1,2007,5,21,21,0.3646143,0.2568286,0.3299,0.3496857,64.11,86.6,65.6,28.25,297.2328571,298.7071429,33.8,21.7,307.3,292.5,10.55,8.957142857,17.71857143,296.1685714,94.85285714,-0.45146108228432347,0,0,0,2007-05-21,dry_season,1.791759469228055,2446.45,0,11.0,6.666666666666667,2,Hot,High,Medium
1295,8,1,2007,5,22,28,0.09005714,0.08222857,0.1110571,0.06474286,76.68,61.8,29.1,24.7,296.1785714,297.1857143,32.8,17.5,306.8,286.9,10.63333333,10.2,15.74,294.0385714,89.28,-0.3826237866715918,0,0,0,2007-05-28,dry_season,2.1972245773362196,1526.4599999999998,0,5.0,8.0,2,Cool,High,Low
1296,4,1,2007,6,23,4,0.2085,0.25695,0.2148833,0.2338571,39.11,0.5,33.48,26.5,296.8614286,298.2428571,31.3,20.4,305.2,292.1,9.7,9.0,16.72714286,295.23,91.72,-0.4744068474885674,0,0,0,2007-06-04,dry_season,1.6094379124341003,13.25,0,8.0,5.666666666666667,2,Cool,Low,Medium
1297,3,1,2007,6,24,11,0.3420714,0.2853,0.3405571,0.3012286,54.78,12.9,30.9,26.6,296.65,298.1714286,32.6,20.7,304.8,290.3,9.65,9.914285714,16.38857143,294.9285714,91.45857143,-0.4973526126928113,0,0,0,2007-06-11,dry_season,1.3862943611198906,343.14000000000004,0,4.0,5.0,2,Cool,Low,Medium
1298,1,1,2007,6,25,18,0.1667,0.1207857,0.1729714,0.1659,78.83,126.0,70.3,25.96666667,296.1185714,297.3857143,32.0,21.2,304.4,292.8,7.6,6.885714286,16.42285714,294.9714286,94.06571429,-0.5432441431012991,0,1,0,2007-06-18,dry_season,0.6931471805599453,3271.80000042,0,3.0,2.6666666666666665,2,Cool,High,Medium
1299,2,1,2007,6,26,25,0.1534571,0.1744571,0.2022143,0.1292571,11.41,10.2,22.8,26.56666667,296.5714286,298.0142857,31.7,20.7,305.0,292.7,8.633333333,8.771428571,16.63142857,295.1785714,92.67142857,-0.5202983778970552,0,0,0,2007-06-25,dry_season,1.0986122886681098,270.980000034,0,1.0,2.0,2,Cool,Low,Medium
1300,3,1,2007,7,27,2,0.1814429,0.2692286,0.1934571,0.2099429,1.59,39.32635983263598,1.4,25.9,296.8285714,298.1142857,32.0,19.6,305.8,290.2,10.56666667,12.22857143,13.80428571,292.1771429,78.07428571,-0.4973526126928113,0,0,0,2007-07-02,dry_season,1.3862943611198906,1018.5527196652719,0,2.0,2.0,3,Cool,Medium,Low
1301,4,1,2007,7,28,9,0.3217667,0.2734,0.2545,0.3513,18.78,54.1,13.04,26.75,297.3857143,299.0071429,32.7,19.9,306.9,290.7,10.375,10.87142857,15.41571429,293.9314286,83.38714286,-0.4744068474885674,0,0,0,2007-07-09,dry_season,1.6094379124341003,1447.175,0,3.0,3.0,3,Cool,High,Low
1302,1,1,2007,7,29,16,0.3075571,0.3397,0.3642429,0.3648429,26.29,22.9,39.52,26.53333333,296.0585714,296.75,31.3,20.9,303.6,291.1,7.833333333,7.728571429,16.39142857,294.9414286,94.24714286,-0.5432441431012991,0,0,0,2007-07-16,dry_season,0.6931471805599453,607.613333257,0,4.0,2.6666666666666665,3,Cool,Medium,Medium
1303,8,1,2007,7,30,23,0.3589714,0.4017571,0.2960857,0.4225,27.91,11.9,11.64,27.35,297.64,299.0785714,33.2,20.7,308.2,290.1,10.1,12.35714286,15.84571429,294.3457143,84.15571429,-0.3826237866715918,0,0,0,2007-07-23,dry_season,2.1972245773362196,325.46500000000003,0,1.0,4.333333333333333,3,Moderate,Low,Low
1304,5,1,2007,7,31,30,0.4172286,0.3699286,0.3669714,0.4898714,70.88,55.9,25.5,24.25,296.7242857,297.9357143,34.0,16.4,305.6,290.0,9.75,11.5,14.71857143,293.0,82.57142857,-0.45146108228432347,0,0,0,2007-07-30,dry_season,1.791759469228055,1355.575,0,8.0,4.666666666666667,3,Cool,High,Low
1305,3,1,2007,8,32,6,0.2782429,0.2361286,0.2923,0.2669571,35.77,30.3,6.08,26.475,297.82,299.3428571,32.7,17.2,308.2,289.7,12.0,12.77142857,14.33714286,292.7085714,76.61857143,-0.4973526126928113,0,0,0,2007-08-06,dry_season,1.3862943611198906,802.1925000000001,0,5.0,5.333333333333333,3,Cool,Medium,Low
1306,2,1,2007,8,33,13,0.2666667,0.2719333,0.2438857,0.1964571,36.78,76.5,9.21,26.9,298.0914286,298.9428571,33.1,21.3,308.0,291.8,11.0,9.714285714,15.56571429,294.0728571,80.93571429,-0.5202983778970552,0,0,0,2007-08-13,dry_season,1.0986122886681098,2057.85,0,3.0,3.3333333333333335,3,Moderate,High,Low
1307,7,1,2007,8,34,20,0.3393714,0.3569714,0.3291286,0.3687143,9.06,22.1,12.4,27.125,298.7857143,300.6714286,33.3,19.9,308.1,294.3,10.825,11.57142857,15.75714286,294.1957143,79.33428571,-0.4055695518758357,0,0,0,2007-08-20,dry_season,2.0794415416798357,599.4625000000001,0,2.0,4.0,3,Moderate,Medium,Low
1308,1,1,2007,8,35,27,0.2787857,0.2463571,0.2349857,0.3737429,30.26,0.0,12.8,27.05,300.6671429,301.5928571,34.7,19.9,312.4,293.4,12.175,13.38571429,14.79428571,293.1242857,67.75714286,-0.5432441431012991,0,0,0,2007-08-27,dry_season,0.6931471805599453,0.0,0,7.0,3.3333333333333335,3,Moderate,Low,Low
1309,6,1,2007,9,36,3,0.27955,0.2826857,0.3277143,0.3280571,76.28,37.1,56.85,26.3,297.0985714,298.3571429,34.0,20.9,304.4,293.5,7.9,7.885714286,17.18285714,295.6828571,92.65714286,-0.42851531708007956,0,0,0,2007-09-03,dry_season,1.9459101490553132,975.73,0,1.0,4.666666666666667,3,Cool,Medium,Medium
1310,7,1,2007,9,37,10,0.2888167,0.2889571,0.2660714,0.3393,49.85,150.9,26.2,26.9,298.56,300.1214286,32.9,21.4,308.6,293.0,10.625,12.15714286,16.65,295.1628571,84.41285714,-0.4055695518758357,0,1,0,2007-09-10,dry_season,2.0794415416798357,4059.21,0,6.0,4.666666666666667,3,Moderate,High,Medium
1311,5,1,2007,9,38,17,0.3156571,0.3545,0.3326429,0.4172,58.22,16.3,34.27,27.2,298.5085714,300.7142857,33.0,21.6,309.2,293.3,10.83333333,12.4,17.36714286,295.8342857,86.70714286,-0.45146108228432347,0,0,0,2007-09-17,dry_season,1.791759469228055,443.36,0,7.0,6.0,3,Moderate,Medium,Medium
1312,2,1,2007,9,39,24,0.2309,0.2363429,0.2308857,0.3128,59.79,34.0,10.3,27.83333333,299.6985714,301.4285714,34.1,21.1,310.6,292.7,11.7,13.8,16.80428571,295.3,78.56428571,-0.5202983778970552,0,0,0,2007-09-24,dry_season,1.0986122886681098,946.33333322,0,5.0,4.666666666666667,3,Moderate,Medium,Medium
1313,6,1,2007,10,40,1,0.3199714,0.2544167,0.3151,0.2934714,37.28,107.9,73.33,28.4,298.2814286,299.8214286,35.5,21.6,310.8,294.7,12.65,9.1,17.84,296.2871429,89.84428571,-0.42851531708007956,0,0,0,2007-10-01,dry_season,1.9459101490553132,3064.36,0,2.0,4.333333333333333,4,Hot,High,High
1314,11,1,2007,10,41,8,0.3851857,0.4050714,0.3106286,0.4381286,39.09,145.1,38.28,28.4,299.5757143,301.3857143,34.2,21.8,309.6,294.8,10.6,11.6,17.01,295.4471429,80.45,-0.3137864910588601,0,1,0,2007-10-08,dry_season,2.4849066497880004,4120.839999999999,0,6.0,6.333333333333333,4,Hot,High,Medium
1315,6,1,2007,10,42,15,0.2251286,0.1505143,0.1959857,0.2383857,74.52,4.1,86.4,29.0,299.4442857,300.8285714,35.2,21.9,310.2,295.0,12.3,9.828571429,18.26571429,296.5871429,86.70571429,-0.42851531708007956,0,0,0,2007-10-15,dry_season,1.9459101490553132,118.89999999999999,0,11.0,7.666666666666667,4,Hot,Low,High
1316,3,1,2007,10,43,22,0.4034714,0.3202286,0.4087,0.4229,106.73,79.3,67.93,26.9,296.9714286,298.1928571,32.1,20.9,305.1,291.9,9.366666667,7.757142857,17.54285714,295.96,94.78142857,-0.4973526126928113,0,0,0,2007-10-22,dry_season,1.3862943611198906,2133.1699999999996,0,6.0,6.666666666666667,4,Moderate,High,Medium
1317,11,1,2007,10,44,29,0.2657429,0.2856,0.2923143,0.2469143,51.28,0.0,67.47,27.0,297.83,299.6642857,34.0,21.6,306.3,293.7,9.366666667,9.357142857,18.67285714,296.9785714,95.59285714,-0.3137864910588601,0,0,0,2007-10-29,dry_season,2.4849066497880004,0.0,0,3.0,6.666666666666667,4,Moderate,Low,High
1318,11,1,2007,11,45,5,0.3334571,0.3242571,0.2469,0.3311286,69.88,22.1,50.6,28.7,299.4785714,300.5571429,34.8,22.5,308.5,294.3,11.43333333,9.485714286,17.97857143,296.2485714,84.85,-0.3137864910588601,0,0,0,2007-11-05,dry_season,2.4849066497880004,634.27,0,11.0,8.333333333333334,4,Hot,Medium,High
1319,5,1,2007,11,46,12,0.1784286,0.12875,0.2167714,0.1853,109.5,111.3,103.3,27.675,298.1342857,299.7428571,33.5,21.6,308.6,294.6,10.85,8.685714286,18.54857143,296.83,93.55428571,-0.45146108228432347,0,0,0,2007-11-12,dry_season,1.791759469228055,3080.2275,0,11.0,9.0,4,Moderate,High,High
1320,4,1,2007,11,47,19,0.2284714,0.1886571,0.2345571,0.1996714,52.27,80.0,124.2,26.62,297.6814286,298.3714286,33.3,21.8,305.7,294.3,7.86,5.742857143,18.61285714,296.9385714,96.21428571,-0.4744068474885674,0,0,0,2007-11-19,dry_season,1.6094379124341003,2129.6,0,5.0,6.666666666666667,4,Cool,High,High
1321,9,1,2007,11,48,26,0.16564,0.1793,0.1276,0.1819143,129.33,293.1,65.57,27.125,297.88,299.3285714,32.3,22.4,305.2,294.4,8.35,6.942857143,18.92428571,297.2171429,96.52285714,-0.3596780214673479,0,1,0,2007-11-26,dry_season,2.302585092994046,7950.337500000001,0,4.0,6.0,4,Moderate,High,High
1322,23,1,2007,12,49,3,0.2993714,0.3367143,0.2615857,0.3498429,73.16,142.0,57.8,27.9,298.52,299.6071429,33.0,22.8,305.5,294.3,10.0,8.3,18.60714286,296.9042857,91.65428571,-0.03843730860793326,0,1,0,2007-12-03,rainy_season,3.1780538303479458,3961.7999999999997,0,9.0,12.0,4,Moderate,High,High
1323,28,1,2007,12,50,10,0.3138333,0.2335143,0.2426,0.2937429,83.39,23.1,42.68,28.85,299.0485714,300.2714286,34.2,22.6,307.8,294.3,10.25,9.914285714,17.91,296.2614286,86.75571429,0.07629151741328624,0,0,0,2007-12-10,rainy_season,3.367295829986474,666.4350000000001,0,23.0,20.0,4,Hot,Medium,High
1324,26,1,2007,12,51,17,0.2698,0.2756857,0.2755143,0.2367143,146.13,261.3,89.72,27.625,297.1414286,298.2428571,32.9,22.4,306.6,293.3,9.0,5.685714286,18.03428571,296.3971429,96.07428571,0.03039998700479844,0,1,0,2007-12-17,rainy_season,3.295836866004329,7218.4125,0,28.0,25.666666666666668,4,Moderate,High,High
1325,7,1,2007,12,52,24,0.1992,0.1947667,0.1711111,0.2308222,53.57,28.1,62.14,27.7,297.64,298.7285714,32.1,21.7,304.9,294.3,8.75,7.428571429,17.98285714,296.3685714,93.46857143,-0.4055695518758357,0,0,0,2007-12-24,rainy_season,2.0794415416798357,778.37,0,26.0,20.333333333333332,4,Moderate,Medium,High
1326,29,1,2008,1,1,1,0.1914714,0.1554143,0.1760143,0.1872429,19.95,39.32635983263598,21.4,28.275,299.2771429,300.5357143,36.0,21.5,308.2,294.1,11.575,10.72857143,16.26,294.6685714,78.67,0.09923728261753015,0,0,0,2008-01-01,rainy_season,3.4011973816621555,1111.9528242677823,1,7.0,20.666666666666668,1,Hot,Medium,Medium
1327,58,1,2008,1,2,8,0.4449333,0.27585,0.3569,0.4697286,71.84,104.4,62.61,25.8,296.0957143,296.5357143,31.4,22.6,302.1,293.3,6.3,5.1,16.68142857,295.2,95.28,0.7646644735406034,0,0,0,2008-01-08,rainy_season,4.07753744390572,2693.5200000000004,1,29.0,31.333333333333332,1,Cool,High,Medium
1328,26,1,2008,1,3,15,0.1882286,0.2208286,0.2332429,0.1699714,95.97,125.3,63.92,27.43333333,298.0342857,299.4785714,33.8,21.8,305.5,292.4,9.466666667,8.585714286,18.86571429,297.09,94.96857143,0.03039998700479844,0,1,0,2008-01-15,rainy_season,3.295836866004329,3437.3966662489997,0,58.0,37.666666666666664,1,Moderate,High,High
1329,38,1,2008,1,4,22,0.2779714,0.3249286,0.2219143,0.2956714,102.59,46.3,93.43,27.18578337208988,297.2071429,298.3428571,31.3,21.9,304.8,294.8,8.059328008627128,5.971428571,17.84,296.25,95.12571429,0.3057491694557253,0,0,0,2008-01-22,rainy_season,3.6635616461296463,1258.7017701277614,1,26.0,40.666666666666664,1,Moderate,High,High
1330,35,1,2008,1,5,29,0.35195,0.3705714,0.3138,0.4029714,110.0,121.2,66.0,27.56666667,298.3985714,299.9714286,32.2,22.8,307.6,294.2,8.9,9.085714286,18.68571429,297.0114286,93.0,0.23691187384299356,0,1,0,2008-01-29,rainy_season,3.58351893845611,3341.080000404,1,38.0,33.0,1,Moderate,High,High
1331,37,1,2008,2,6,5,0.2256429,0.17075,0.1981,0.1860714,38.72,5.1,28.0,27.86666667,299.49,300.7642857,34.5,20.5,308.4,293.5,11.1,11.55714286,16.28428571,294.6285714,78.13142857,0.28280340425148137,0,0,0,2008-02-05,rainy_season,3.6375861597263857,142.120000017,1,35.0,36.666666666666664,1,Moderate,Low,Medium
1332,20,1,2008,2,7,12,0.1739429,0.1989167,0.1684286,0.1734286,47.23,9.2,103.22,26.6,297.77,299.1714286,31.7,22.1,306.0,294.8,8.033333333,6.714285714,18.55714286,296.9228571,95.70714286,-0.10727460422066497,0,0,0,2008-02-12,rainy_season,3.044522437723423,244.72,0,37.0,30.666666666666668,1,Cool,Low,High
1333,29,1,2008,2,8,19,0.24095,0.2236,0.1620429,0.1874429,122.64,115.3,33.9,28.0,297.0957143,298.3214286,33.4,22.0,304.1,292.9,10.8,7.614285714,17.13,295.6085714,92.37,0.09923728261753015,0,0,0,2008-02-19,rainy_season,3.4011973816621555,3228.4,1,20.0,28.666666666666668,1,Hot,High,Medium
1334,25,1,2008,2,9,26,0.3493143,0.2227286,0.2677286,0.3878714,101.33,127.6,70.83,26.85,296.9642857,297.7214286,32.5,22.5,302.3,294.1,8.35,5.414285714,17.94714286,296.3814286,96.92714286,0.007454221800554539,0,1,0,2008-02-26,rainy_season,3.258096538021482,3426.06,0,29.0,24.666666666666668,1,Moderate,High,High
1335,23,1,2008,3,10,4,0.1697429,0.1386667,0.1700571,0.2008429,210.83,119.6,39.1,27.18,297.7542857,299.3357143,33.3,21.9,307.9,293.3,8.88,8.957142857,17.06428571,295.52,88.97285714,-0.03843730860793326,0,0,0,2008-03-04,rainy_season,3.1780538303479458,3250.7279999999996,0,25.0,25.666666666666668,1,Moderate,High,Medium
1336,9,1,2008,3,11,11,0.1292429,0.1729571,0.1260286,0.1506571,96.05,64.4,32.17,26.25,298.0171429,299.5928571,33.2,22.2,305.5,293.0,7.8,9.014285714,17.50571429,295.9,89.26857143,-0.3596780214673479,0,0,0,2008-03-11,rainy_season,2.302585092994046,1690.5000000000002,0,23.0,19.0,1,Cool,High,Medium
1337,3,1,2008,3,12,18,0.2383333,0.2327286,0.1239429,0.2000714,91.87,100.9,90.5,27.18578337208988,296.7557143,297.9928571,31.7,22.0,305.0,293.3,8.059328008627128,7.214285714,16.99714286,295.4757143,93.45142857,-0.4973526126928113,0,0,0,2008-03-18,rainy_season,1.3862943611198906,2743.045542243869,0,9.0,11.666666666666666,1,Moderate,High,Medium
1338,6,1,2008,3,13,25,0.3366,0.3042143,0.3229,0.3773143,62.13,282.7,53.36,26.9,297.0942857,297.9928571,31.7,22.6,303.7,293.1,8.266666667,6.557142857,17.50714286,295.9485714,94.07428571,-0.42851531708007956,0,1,0,2008-03-25,rainy_season,1.9459101490553132,7604.629999999999,0,3.0,6.0,1,Moderate,High,Medium
1339,6,1,2008,4,14,1,0.2700833,0.1902714,0.1906571,0.2151571,107.0,21.1,24.9,27.86666667,297.6942857,298.8428571,33.4,22.5,305.4,293.7,9.0,8.6,17.42142857,295.8542857,90.95714286,-0.42851531708007956,0,0,0,2008-04-01,dry_season,1.9459101490553132,587.9866667370001,0,6.0,5.0,2,Moderate,Medium,Medium
1340,3,1,2008,4,15,8,0.2843571,0.3536714,0.3217857,0.3028286,71.45,53.1,99.96,28.3,297.5371429,298.9,32.8,21.0,306.1,292.8,9.0,7.4,18.31571429,296.6328571,95.15714286,-0.4973526126928113,0,0,0,2008-04-08,dry_season,1.3862943611198906,1502.73,0,6.0,5.0,2,Hot,High,High
1341,1,1,2008,4,16,15,0.3026143,0.2446714,0.2963143,0.3287571,79.74,61.0,45.96,26.8,297.4471429,298.6642857,33.6,21.7,305.5,293.8,8.1,7.785714286,17.50428571,295.9357143,92.12428571,-0.5432441431012991,0,0,0,2008-04-15,dry_season,0.6931471805599453,1634.8,0,3.0,3.3333333333333335,2,Moderate,High,Medium
1342,3,1,2008,4,17,22,0.2706,0.3713143,0.3442286,0.2830714,42.05,85.9,62.52,26.65,296.76,297.4142857,33.0,21.6,301.9,293.7,7.7,4.885714286,17.96428571,296.3828571,97.97142857,-0.4973526126928113,0,0,0,2008-04-22,dry_season,1.3862943611198906,2289.235,0,1.0,2.3333333333333335,2,Cool,High,High
1343,1,1,2008,4,18,29,0.06172857,0.1339,0.09471429,0.1178429,42.12,31.2,115.99,27.86666667,298.0728571,299.4142857,32.5,22.7,306.3,293.1,8.0,8.685714286,18.39857143,296.7414286,93.66285714,-0.5432441431012991,0,0,0,2008-04-29,dry_season,0.6931471805599453,869.440000104,0,3.0,1.6666666666666667,2,Moderate,Medium,High
1344,1,1,2008,5,19,6,0.1361571,0.1631571,0.1391571,0.1345571,50.5,18.0,47.1,26.6,295.9757143,296.8714286,32.4,20.6,304.5,290.6,8.966666667,6.971428571,16.18,294.6657143,93.15857143,-0.5432441431012991,0,0,0,2008-05-06,dry_season,0.6931471805599453,478.8,0,1.0,1.6666666666666667,2,Cool,Medium,Medium
1345,0,1,2008,5,20,13,0.1963857,0.29632,0.2641571,0.2255857,30.08,6.1,18.08,26.16666667,294.85,295.4214286,31.0,18.0,304.4,288.5,7.9,7.385714286,14.78,293.2442857,91.50428571,-0.5661899083055429,0,0,0,2008-05-13,dry_season,0.0,159.616666687,0,1.0,0.6666666666666666,2,Cool,Low,Low
1346,2,1,2008,5,21,20,0.2210167,0.2353167,0.1804429,0.1994714,45.69,58.2,59.4,26.35,296.2685714,296.9357143,31.5,21.4,303.4,291.7,8.85,5.957142857,17.14428571,295.6385714,96.62142857,-0.5202983778970552,0,0,0,2008-05-20,dry_season,1.0986122886681098,1533.5700000000002,0,0.0,1.0,2,Cool,High,Medium
1347,1,1,2008,5,22,27,0.12245,0.1571,0.086,0.1033143,72.04,76.1,134.66,27.2,296.7414286,297.6928571,32.3,21.7,304.1,293.8,9.2,5.757142857,17.52,295.9942857,96.02571429,-0.5432441431012991,0,0,0,2008-05-27,dry_season,0.6931471805599453,2069.9199999999996,0,2.0,1.0,2,Moderate,High,Medium
1348,1,1,2008,6,23,3,0.1951857,0.1577143,0.1844286,0.1336143,30.09,13.6,73.01,26.9,296.4,297.3571429,31.1,20.4,304.4,292.2,7.55,6.771428571,16.71142857,295.21,93.98285714,-0.5432441431012991,0,0,0,2008-06-03,dry_season,0.6931471805599453,365.84,0,1.0,1.3333333333333333,2,Moderate,Medium,Medium
1349,0,1,2008,6,24,10,0.2937429,0.2643667,0.2466286,0.2919571,13.27,6.4,12.9,27.18578337208988,296.1871429,297.3642857,32.452437325905294,17.8,305.8,288.2,8.059328008627128,9.3,15.37571429,293.8914286,88.81,-0.5661899083055429,0,0,0,2008-06-10,dry_season,0.0,173.98901358137525,0,1.0,0.6666666666666666,2,Moderate,Low,Low
1350,0,1,2008,6,25,17,0.2240286,0.1754714,0.2656571,0.2452143,111.18,79.8,57.87,27.18578337208988,296.7428571,297.65,32.452437325905294,21.0,304.4,293.8,8.059328008627128,6.957142857,17.44714286,295.9342857,95.86,-0.5661899083055429,0,0,0,2008-06-17,dry_season,0.0,2169.4255130927722,0,0.0,0.3333333333333333,2,Moderate,High,Medium
1351,1,1,2008,6,26,24,0.1970429,0.2779833,0.2139429,0.2656143,89.88,93.5,61.8,27.18578337208988,296.4585714,297.25,32.452437325905294,18.0,304.8,291.2,8.059328008627128,7.385714286,16.71285714,295.1928571,93.79571429,-0.5432441431012991,0,0,0,2008-06-24,dry_season,0.6931471805599453,2541.8707452904036,0,0.0,0.3333333333333333,2,Moderate,High,Medium
1352,0,1,2008,7,27,1,0.3048286,0.2336714,0.2489143,0.2558143,0.0,1.3,9.4,27.18578337208988,296.5428571,297.8071429,32.452437325905294,20.8,304.9,290.7,8.059328008627128,9.442857143,15.28571429,293.83,86.52428571,-0.5661899083055429,0,0,0,2008-07-01,dry_season,0.0,35.341518383716846,0,1.0,0.3333333333333333,3,Moderate,Low,Low
1353,3,1,2008,7,28,8,0.15385,0.1495857,0.3294429,0.1328857,0.0,0.0,7.47,27.18578337208988,296.5457143,297.4785714,32.452437325905294,21.0,305.9,290.5,8.059328008627128,9.271428571,15.08,293.5942857,85.65571429,-0.4973526126928113,0,0,0,2008-07-08,dry_season,1.3862943611198906,0.0,0,0.0,1.3333333333333333,3,Moderate,Low,Low
1354,3,1,2008,7,29,15,0.2323857,0.2139571,0.2203,0.1984286,62.84,44.2,27.33,27.18578337208988,296.0785714,297.4071429,32.452437325905294,21.0,304.6,291.8,8.059328008627128,8.442857143,16.14285714,294.6914286,93.05571429,-0.4973526126928113,0,0,0,2008-07-15,dry_season,1.3862943611198906,1201.6116250463729,0,3.0,2.0,3,Moderate,High,Medium
1355,1,1,2008,7,30,22,0.3270167,0.2091167,0.2837667,0.30955,52.36,18.1,47.59,26.6,296.5457143,297.3142857,32.4,20.8,306.8,287.8,9.775,8.6,16.58285714,295.0028571,92.77714286,-0.5432441431012991,0,0,0,2008-07-22,dry_season,0.6931471805599453,481.46000000000004,0,3.0,2.3333333333333335,3,Cool,Medium,Medium
1356,5,1,2008,7,31,29,0.3548,0.34655,0.2674167,0.3921167,44.63,36.4,39.0,26.68,297.0442857,298.5,33.4,20.6,307.5,292.9,11.24,9.771428571,16.87285714,295.37,92.04857143,-0.45146108228432347,0,0,0,2008-07-29,dry_season,1.791759469228055,971.1519999999999,0,1.0,3.0,3,Cool,Medium,Medium
1357,2,1,2008,8,32,5,0.2002,0.2513857,0.2113429,0.1997286,32.45,18.1,143.35,27.4,297.31,298.5714286,34.2,18.5,307.4,292.6,12.1,9.742857143,17.05714286,295.5057143,91.09285714,-0.5202983778970552,0,0,0,2008-08-05,dry_season,1.0986122886681098,495.94,0,5.0,2.6666666666666665,3,Moderate,Medium,Medium
1358,5,1,2008,8,33,12,0.4303714,0.4330143,0.4369143,0.4657286,26.03,11.0,39.69,27.9,297.2142857,298.5,34.8,19.8,305.6,292.7,11.225,9.342857143,16.84714286,295.3471429,90.72714286,-0.45146108228432347,0,0,0,2008-08-12,dry_season,1.791759469228055,306.9,0,2.0,4.0,3,Moderate,Low,Medium
1359,5,1,2008,8,34,19,0.2833,0.3044714,0.2744571,0.3805,12.88,7.9,33.0,28.0,299.2285714,300.3071429,38.6,19.2,310.2,291.8,14.075,13.55714286,15.99857143,294.4185714,78.27714286,-0.45146108228432347,0,0,0,2008-08-19,dry_season,1.791759469228055,221.20000000000002,0,5.0,4.0,3,Hot,Low,Low
1360,5,1,2008,8,35,26,0.3181857,0.3197667,0.3081714,0.3236,58.2,44.0,37.0,27.83333333,298.5742857,300.1428571,35.1,20.4,310.4,292.7,12.53333333,10.74285714,16.65285714,295.0928571,84.49142857,-0.45146108228432347,0,0,0,2008-08-26,dry_season,1.791759469228055,1224.66666652,0,5.0,5.0,3,Moderate,High,Medium
1361,9,1,2008,9,36,2,0.3398,0.3691,0.2888,0.3092333,34.59,8.1,29.0,27.35,298.5314286,300.0714286,36.2,20.4,309.3,293.2,13.225,10.65714286,16.46571429,294.8614286,83.05,-0.3596780214673479,0,0,0,2008-09-02,dry_season,2.302585092994046,221.535,0,5.0,6.333333333333333,3,Moderate,Low,Medium
1362,17,1,2008,9,37,9,0.2319,0.27625,0.2612,0.2327833,86.14,16.5,59.1,27.96666667,296.9214286,298.2428571,36.2,20.8,305.9,293.4,12.58333333,7.685714286,17.03,295.4842857,92.65285714,-0.17611189983339667,0,0,0,2008-09-09,dry_season,2.8903717578961645,461.450000055,0,9.0,10.333333333333334,3,Hot,Medium,Medium
1363,19,1,2008,9,38,16,0.2168,0.2773333,0.2089333,0.3362667,65.43,50.1,53.5,27.8,297.5885714,298.4285714,35.6,20.7,306.7,292.1,11.6,8.571428571,16.81857143,295.3071429,88.52571429,-0.13022036942490886,0,0,0,2008-09-16,dry_season,2.995732273553991,1392.78,0,17.0,15.0,3,Moderate,High,Medium
